image_link,mass_prompt,ratio_prompt,size_text_prompt,75_tokens,image_path
https://images-assets.nasa.gov/image/PIA08042/PIA08042~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, is likely extremely hot and possibly covered in lava, primary composed of silicate minerals and oxides ranging in a variety of colors from silvery gray to a rich deep red and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 1 times the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, is likely extremely hot and possibly covered in lava, primary composed of silicate minerals and oxides ranging in a variety of colors from silvery gray to a rich deep red and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 7000.000037252905 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This tiny terrestrial planet is likely extremely hot and possibly covered in lava, primary composed of silicate minerals and oxides ranging in a variety of colors from silvery gray to a rich deep red. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a tiny, terrestrial planet. The planet is covered in lava and a shade of deep red to silvery gray in color, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun so the side facing the sun is extremely hot and the side facing away is cold and dark",data/image_34.jpg
https://images-assets.nasa.gov/image/PIA08042/PIA08042~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 4 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 1 times the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 4 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 32.55813753624239 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This nan super-earth planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a rocky, super-earth planet. The planet is mostly blue with traces of white coloring, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_35.jpg
https://images-assets.nasa.gov/image/PIA08042/PIA08042~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 3 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and is hot and rotating quickly hot with a thick atmosphere of heavy swirling clouds with bright and dark markings. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 1 times the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 3 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and is hot and rotating quickly hot with a thick atmosphere of heavy swirling clouds with bright and dark markings. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 35.89743440829951 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This nan super-earth planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet is hot and rotating quickly hot with a thick atmosphere of heavy swirling clouds with bright and dark markings. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a nan, super-earth planet. The planet is mostly blue with traces of white coloring, is hot and rotating quickly hot with swirling clouds of light and dark markings, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_36.jpg
https://images-assets.nasa.gov/image/PIA18926/PIA18926~thumb.jpg,"A solar system made up of 1 planet(s), 4 star(s), and 0 moon(s). This gas-giant planet is 4392 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet spins around its orbit so both sides get heat from the sun. The planet's star is yellow white and 1 times the size of the sun.","A solar system made up of 1 planet(s), 4 star(s), and 0 moon(s). This gas-giant planet is 4392 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet spins around its orbit so both sides get heat from the sun. The planet's star is yellow white and 0.04393942424192169 the size of it's planet.","A solar system made up of 1 planet(s), 4 star(s), and 0 moon(s). This massive gas-giant planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is spins around its orbit so both sides get heat from the sun and yellow white.","A yellow white, medium star with a massive, gas-giant planet. The planet is mostly blue with traces of white coloring, has clear, sharp-edge stripes of thick clouds, and spins around its orbit so both sides get heat from the sun",data/image_37.jpg
https://images-assets.nasa.gov/image/PIA12015/PIA12015~thumb.jpg,"A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 1907 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 1907 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 0.004084008005993738 the size of it's planet.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This massive gas-giant planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a massive, gas-giant planet. The planet is mostly blue with traces of white coloring, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_38.jpg
https://images-assets.nasa.gov/image/PIA15629/PIA15629~thumb.jpg,"A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 28 times the size of earth, has frozen ammonia producing a duller yellow color merging with the more dominant methane, characterized by its shade of blue and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and an unknown size compared to the size of the sun.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 28 times the size of earth, has frozen ammonia producing a duller yellow color merging with the more dominant methane, characterized by its shade of blue and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is light orange and 2.704626263864507 the size of it's planet.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This large gas-giant planet has frozen ammonia producing a duller yellow color merging with the more dominant methane, characterized by its shade of blue. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and light orange.","A light orange, small star with a large, gas-giant planet. The planet is pale yellow in color with slight traces of blue, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_39.jpg
https://images-assets.nasa.gov/image/PIA18921/PIA18921~thumb.jpg,"A solar system made up of 8 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, is likely extremely hot and possibly covered in lava, primary composed of silicate minerals and oxides ranging in a variety of colors from silvery gray to a rich deep red and has wisps of clouds of various sizes speckling planet atmosphere showing most of the planet terrain beneath. This planet spins around its orbit so both sides get heat from the sun. The planet's star is yellow and 1 times the size of the sun.","A solar system made up of 8 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, is likely extremely hot and possibly covered in lava, primary composed of silicate minerals and oxides ranging in a variety of colors from silvery gray to a rich deep red and has wisps of clouds of various sizes speckling planet atmosphere showing most of the planet terrain beneath. This planet spins around its orbit so both sides get heat from the sun. The planet's star is yellow and 625000.0157888284 the size of it's planet.","A solar system made up of 8 planet(s), 1 star(s), and 0 moon(s). This tiny terrestrial planet is likely extremely hot and possibly covered in lava, primary composed of silicate minerals and oxides ranging in a variety of colors from silvery gray to a rich deep red. This planet has wisps of clouds of various sizes speckling planet atmosphere showing most of the planet terrain beneath. The planet's star is spins around its orbit so both sides get heat from the sun and yellow.","A yellow, medium small star with a tiny, terrestrial planet. The planet is covered in lava and a shade of deep red to silvery gray in color, has thin clouds of various sizes, and spins around its orbit so both sides get heat from the sun",data/image_40.jpg
https://images-assets.nasa.gov/image/PIA21430/PIA21430~thumb.jpg,"A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is 1 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet spins around its orbit so both sides get heat from the sun. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is 1 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet spins around its orbit so both sides get heat from the sun. The planet's star is orange red and 5.594405674562462 the size of it's planet.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This nan terrestrial planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is spins around its orbit so both sides get heat from the sun and orange red.","A orange red, very small star with a rocky, terrestrial planet. The planet is mostly blue with traces of white coloring, is hot and rotating quickly with little to no clouds, and spins around its orbit so both sides get heat from the sun",data/image_41.jpg
https://images-assets.nasa.gov/image/PIA13691/PIA13691~thumb.jpg,"A solar system made up of 1 planet(s), 3 star(s), and 0 moon(s). This gas-giant planet is 465 times the size of earth, is dominated by silicate and iron clouds most notably variations of red coloring and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow white and 1 times the size of the sun.","A solar system made up of 1 planet(s), 3 star(s), and 0 moon(s). This gas-giant planet is 465 times the size of earth, is dominated by silicate and iron clouds most notably variations of red coloring and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow white and 0.3071167598216008 the size of it's planet.","A solar system made up of 1 planet(s), 3 star(s), and 0 moon(s). This massive gas-giant planet is dominated by silicate and iron clouds most notably variations of red coloring. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow white.","A yellow white, medium star with a massive, gas-giant planet. The planet a shade of red in color, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_42.jpg
https://images-assets.nasa.gov/image/PIA13994/PIA13994~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 17 times the size of earth, has frozen ammonia producing a duller yellow color merging with the more dominant methane, characterized by its shade of blue and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet has an unknown spin. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 17 times the size of earth, has frozen ammonia producing a duller yellow color merging with the more dominant methane, characterized by its shade of blue and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet has an unknown spin. The planet's star is orange red and 0.6960556781376798 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This large gas-giant planet has frozen ammonia producing a duller yellow color merging with the more dominant methane, characterized by its shade of blue. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is has an unknown spin and orange red.","A orange red, tiny star with a large, gas-giant planet. The planet is pale yellow in color with slight traces of blue, has clear, sharp-edge stripes of thick clouds",data/image_43.jpg
https://images-assets.nasa.gov/image/PIA09956/PIA09956~thumb.jpg,"A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, most likely has water vapor that still produces a true blue color mixing with the breakdown of methanes deep blue and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet spins around its orbit so both sides get heat from the sun. The planet's star is yellow and 1 times the size of the sun.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is an unknown size compared to the size of earth, most likely has water vapor that still produces a true blue color mixing with the breakdown of methanes deep blue and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet spins around its orbit so both sides get heat from the sun. The planet's star is yellow and 1666.6667039195704 the size of it's planet.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This very small terrestrial planet most likely has water vapor that still produces a true blue color mixing with the breakdown of methanes deep blue. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is spins around its orbit so both sides get heat from the sun and yellow.","A yellow, medium small star with a very small, terrestrial planet. The planet is a shade of blue in color, is hot and rotating quickly with little to no clouds, and spins around its orbit so both sides get heat from the sun",data/image_44.jpg
https://images-assets.nasa.gov/image/PIA13776/PIA13776~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 3 times the size of earth, is so hot all metals are breaking down causing the planet to likely be covered in lava and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 3 times the size of earth, is so hot all metals are breaking down causing the planet to likely be covered in lava and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 27.914111315587142 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This nan super-earth planet is so hot all metals are breaking down causing the planet to likely be covered in lava. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a rocky, super-earth planet. The planet is covered in lava, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_45.jpg
https://images-assets.nasa.gov/image/PIA13776/PIA13776~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 11 times the size of earth, methane is breaking down, so the planet is likely no longer a deep blue, but hydrocarbons are likely present in the atmosphere, which depending on composition are varying shades of blue and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 11 times the size of earth, methane is breaking down, so the planet is likely no longer a deep blue, but hydrocarbons are likely present in the atmosphere, which depending on composition are varying shades of blue and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 7.982456637514905 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This nan neptune-like planet methane is breaking down, so the planet is likely no longer a deep blue, but hydrocarbons are likely present in the atmosphere, which depending on composition are varying shades of blue. This planet has clearly defined striped light and dark icy clouds. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a icy, neptune-like planet. The planet is a shade of blue, has clearly defined striped light and dark clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_46.jpg
https://images-assets.nasa.gov/image/PIA13776/PIA13776~thumb.jpg,"A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 12 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and an unknown size compared to the size of the sun.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This neptune-like planet is 12 times the size of earth, likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white and has clearly defined striped light and dark icy clouds. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is yellow and 7.17665618552545 the size of it's planet.","A solar system made up of 3 planet(s), 1 star(s), and 0 moon(s). This nan neptune-like planet likely has water vapor producing a blue color as well as helium and hydrogen, which both produce shades of white. This planet has clearly defined striped light and dark icy clouds. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and yellow.","A yellow, medium small star with a icy, neptune-like planet. The planet is mostly blue with traces of white coloring, has clearly defined striped light and dark clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_47.jpg
https://images-assets.nasa.gov/image/PIA17999/PIA17999~thumb.jpg,"A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is 1 times the size of earth, most likely has water vapor that still produces a true blue color mixing with the breakdown of methanes deep blue and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is 1 times the size of earth, most likely has water vapor that still produces a true blue color mixing with the breakdown of methanes deep blue and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 38.709676256413026 the size of it's planet.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This nan terrestrial planet most likely has water vapor that still produces a true blue color mixing with the breakdown of methanes deep blue. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a rocky, terrestrial planet. The planet is a shade of blue in color, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_48.jpg
https://images-assets.nasa.gov/image/PIA17999/PIA17999~thumb.jpg,"A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 2 times the size of earth, most likely has water vapor that still produces a true blue color mixing with the breakdown of methanes deep blue and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 2 times the size of earth, most likely has water vapor that still produces a true blue color mixing with the breakdown of methanes deep blue and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 22.857143384258787 the size of it's planet.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This nan super-earth planet most likely has water vapor that still produces a true blue color mixing with the breakdown of methanes deep blue. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a rocky, super-earth planet. The planet is a shade of blue in color, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_49.jpg
https://images-assets.nasa.gov/image/PIA17999/PIA17999~thumb.jpg,"A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 2 times the size of earth, likely has a small amount of blue methane and yellow ammonia. The most dominant color would come from blue liquid water and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 2 times the size of earth, likely has a small amount of blue methane and yellow ammonia. The most dominant color would come from blue liquid water and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 18.897637656694513 the size of it's planet.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This nan super-earth planet likely has a small amount of blue methane and yellow ammonia. The most dominant color would come from blue liquid water. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a rocky, super-earth planet. The planet contains liquid water, and has traces of blue and yellow coloring, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_50.jpg
https://images-assets.nasa.gov/image/PIA17999/PIA17999~thumb.jpg,"A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 2 times the size of earth, likely has a small amount of blue methane and yellow ammonia. The most dominant color would come from blue liquid water and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This super-earth planet is 2 times the size of earth, likely has a small amount of blue methane and yellow ammonia. The most dominant color would come from blue liquid water and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 22.325579906038687 the size of it's planet.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This nan super-earth planet likely has a small amount of blue methane and yellow ammonia. The most dominant color would come from blue liquid water. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a rocky, super-earth planet. The planet contains liquid water, and has traces of blue and yellow coloring, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_51.jpg
https://images-assets.nasa.gov/image/PIA17999/PIA17999~thumb.jpg,"A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is 1 times the size of earth, has high quantities of methane known for its rich blue color and is hot and rotating quickly hot with a thick atmosphere of heavy swirling clouds with bright and dark markings. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is 1 times the size of earth, has high quantities of methane known for its rich blue color and is hot and rotating quickly hot with a thick atmosphere of heavy swirling clouds with bright and dark markings. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 31.578947918787104 the size of it's planet.","A solar system made up of 5 planet(s), 1 star(s), and 0 moon(s). This nan terrestrial planet has high quantities of methane known for its rich blue color. This planet is hot and rotating quickly hot with a thick atmosphere of heavy swirling clouds with bright and dark markings. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a rocky, terrestrial planet. The planet is rich blue in color, is hot and rotating quickly hot with swirling clouds of light and dark markings, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_52.jpg
https://images-assets.nasa.gov/image/PIA19344/PIA19344~thumb.jpg,"A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 22 times the size of earth, has frozen ammonia producing a duller yellow color merging with the more dominant methane, characterized by its shade of blue and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This gas-giant planet is 22 times the size of earth, has frozen ammonia producing a duller yellow color merging with the more dominant methane, characterized by its shade of blue and has stripes of thick clouds of various coloring defined by clear, sharp edges. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 2.1266967904760303 the size of it's planet.","A solar system made up of 1 planet(s), 1 star(s), and 0 moon(s). This large gas-giant planet has frozen ammonia producing a duller yellow color merging with the more dominant methane, characterized by its shade of blue. This planet has stripes of thick clouds of various coloring defined by clear, sharp edges. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a large, gas-giant planet. The planet is pale yellow in color with slight traces of blue, has clear, sharp-edge stripes of thick clouds, and only has one side of the planet facing the sun, so the side facing the sun is hot and the other side is dark and cold",data/image_53.jpg
https://images-assets.nasa.gov/image/PIA23690/PIA23690~thumb.jpg,"A solar system made up of 2 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is 1 times the size of earth, has a composition of hydrogen and helium producing a distince white color and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and an unknown size compared to the size of the sun.","A solar system made up of 2 planet(s), 1 star(s), and 0 moon(s). This terrestrial planet is 1 times the size of earth, has a composition of hydrogen and helium producing a distince white color and is hot and rotating quickly with little to no atmosphere, clouds, or storms. This planet only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold. The planet's star is orange red and 16.66666625274554 the size of it's planet.","A solar system made up of 2 planet(s), 1 star(s), and 0 moon(s). This nan terrestrial planet has a composition of hydrogen and helium producing a distince white color. This planet is hot and rotating quickly with little to no atmosphere, clouds, or storms. The planet's star is only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold and orange red.","A orange red, very small star with a rocky, terrestrial planet. The planet is white in color, is hot and rotating quickly with little to no clouds, and only has one side of the planet facing the sun. The side facing the sun is extremely hot and the side that faces away from the sun is dark and cold",data/image_54.jpg
